complaint_id,category,subcategory,description,incident_date,date_reported,district,district_code,area,pincode,user_address,status,resolution_time,severity
8002,Water Supply,Low Pressure,"In Bareilly, water supply is irregular. Sometimes we get water at midnight, sometimes not at all. People are waking up at odd hours just to fill buckets. We demand an immediate resolution before things get worse.",2024-07-03,2024-10-08,Bareilly,UP08,Area 3,269439,"140, Main Street, Area 3, Bareilly, 269439",Pending,,Medium
8003,Electricity Issue,Meter Fault,"As a shop owner in Basti, my business is suffering due to frequent power cuts. The inverters don’t last this long, and customers are leaving frustrated. Children and elderly people are severely affected due to this issue.",2020-05-04,2020-05-26,Basti,UP20,Area 3,229441,"60, Bazaar Road, Area 3, Basti, 229441",In Progress,,Low
8004,Crime,Theft,Chain snatching is increasing in Basti. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. Other residents in my locality are also facing similar issues.,2017-10-09,2018-03-29,Basti,UP20,Area 5,271028,"13, Colony Road, Area 5, Basti, 271028",Pending,,High
8005,Corruption,Fraud in Public Distribution,"I had to pay a bribe of ₹2000 to get my land documents processed in Bareilly. Why should honest citizens have to pay extra just to get their rights? Even after assurances from the authorities, nothing has changed.",2018-03-04,2018-07-19,Bareilly,UP08,Area 3,245824,"128, Main Street, Area 3, Bareilly, 245824",In Progress,,High
8006,Crime,Robbery,"There have been multiple thefts in our colony in Saharanpur in the last month. People are scared, and yet there is no police patrolling. The local authorities visited once but didn't resolve the issue.",2017-04-23,2017-08-08,Saharanpur,UP16,Area 1,228947,"163, Bazaar Road, Area 1, Saharanpur, 228947",Pending,,Medium
8007,Public Transport,Fare Overcharging,"As a college student in Rampur, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. The local authorities visited once but didn't resolve the issue.",2014-12-16,2015-03-30,Rampur,UP18,Area 3,227009,"176, Bazaar Road, Area 3, Rampur, 227009",In Progress,,Low
8008,Crime,Robbery,"There have been multiple thefts in our colony in Lucknow in the last month. People are scared, and yet there is no police patrolling. We demand an immediate resolution before things get worse.",2018-03-25,2018-09-16,Lucknow,UP01,Area 4,218495,"83, Colony Road, Area 4, Lucknow, 218495",Resolved,54.0,Medium
8009,Public Transport,Poor Bus Condition,"As a college student in Basti, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. This problem has been ongoing for months with no proper solution.",2018-12-27,2019-05-03,Basti,UP20,Area 4,245580,"3, Bazaar Road, Area 4, Basti, 245580",Resolved,55.0,High
8010,Crime,Cyber Crime,"There have been multiple thefts in our colony in Lucknow in the last month. People are scared, and yet there is no police patrolling. The local news channel even covered this issue, yet no action.",2017-01-14,2017-06-20,Lucknow,UP01,Area 3,234635,"48, Colony Road, Area 3, Lucknow, 234635",Pending,,Medium
8011,Crime,Chain Snatching,"Cyber fraud is rampant in Meerut. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. People have started protesting due to this persistent problem.",2017-10-19,2017-12-08,Meerut,UP07,Area 2,215661,"89, Colony Road, Area 2, Meerut, 215661",Pending,,Medium
8012,Road Maintenance,Blocked Drainage,"I commute daily in Gorakhpur, and the potholes are so huge that riding a bike is risky. My friend met with an accident last week due to this! People have started protesting due to this persistent problem.",2017-01-16,2017-05-26,Gorakhpur,UP05,Area 2,227379,"118, Bazaar Road, Area 2, Gorakhpur, 227379",Resolved,47.0,High
8013,Corruption,Bribery,"As a contractor in Jhansi, I lost a project bid because the official favored another bidder who paid him off. Corruption is ruining opportunities for honest people! Despite multiple complaints, no action has been taken.",2022-07-19,2022-08-16,Jhansi,UP09,Area 1,278545,"188, Bazaar Road, Area 1, Jhansi, 278545",Resolved,49.0,High
8014,Public Transport,Overcrowded Buses,"As a college student in Ghaziabad, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. The situation is worsening each day, and we need urgent help.",2015-12-10,2016-02-28,Ghaziabad,UP11,Area 3,216472,"84, Colony Road, Area 3, Ghaziabad, 216472",Resolved,57.0,High
8015,Water Supply,Pipeline Leakage,We haven't had running water in Gorakhpur for the past three days! We are forced to buy water from private tankers at a high cost. Why is no action being taken? People have started protesting due to this persistent problem.,2015-11-20,2016-04-06,Gorakhpur,UP05,Area 1,282205,"126, Main Street, Area 1, Gorakhpur, 282205",In Progress,,High
8016,Road Maintenance,Road Safety Issues,"I commute daily in Ghaziabad, and the potholes are so huge that riding a bike is risky. My friend met with an accident last week due to this! People have started protesting due to this persistent problem.",2019-03-13,2019-04-16,Ghaziabad,UP11,Area 1,217990,"21, Colony Road, Area 1, Ghaziabad, 217990",Resolved,60.0,Low
8017,Corruption,Fraud in Public Distribution,"In Allahabad, government ration shops are engaging in fraud. Despite my eligibility, I am denied food grains unless I ‘tip’ the shopkeeper. Other residents in my locality are also facing similar issues.",2019-05-20,2019-07-17,Allahabad,UP04,Area 1,282668,"94, Bazaar Road, Area 1, Allahabad, 282668",Pending,,Low
8018,Corruption,Favoritism in Govt Services,"As a contractor in Varanasi, I lost a project bid because the official favored another bidder who paid him off. Corruption is ruining opportunities for honest people! Other residents in my locality are also facing similar issues.",2014-02-11,2014-03-09,Varanasi,UP03,Area 2,275517,"95, Main Street, Area 2, Varanasi, 275517",In Progress,,Medium
8019,Road Maintenance,Potholes,"The main road connecting our village to Rampur city is completely broken. Ambulances struggle to reach patients, and we have no other alternative route. This problem has been ongoing for months with no proper solution.",2015-11-17,2015-11-29,Rampur,UP18,Area 5,270647,"79, Main Street, Area 5, Rampur, 270647",Resolved,8.0,High
8020,Water Supply,No Water Supply,"I am a resident of Basti, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. This problem has been ongoing for months with no proper solution.",2017-05-15,2017-05-27,Basti,UP20,Area 4,251005,"21, Main Street, Area 4, Basti, 251005",Pending,,Medium
8021,Corruption,Fraud in Public Distribution,"I had to pay a bribe of ₹2000 to get my land documents processed in Lucknow. Why should honest citizens have to pay extra just to get their rights? The local news channel even covered this issue, yet no action.",2019-01-10,2019-06-25,Lucknow,UP01,Area 4,201783,"21, Colony Road, Area 4, Lucknow, 201783",Pending,,Low
8022,Road Maintenance,Road Safety Issues,"I commute daily in Ghaziabad, and the potholes are so huge that riding a bike is risky. My friend met with an accident last week due to this! Other residents in my locality are also facing similar issues.",2017-01-01,2017-02-16,Ghaziabad,UP11,Area 4,242896,"38, Bazaar Road, Area 4, Ghaziabad, 242896",Resolved,45.0,Medium
8023,Public Transport,Poor Bus Condition,"Public buses in Muzaffarnagar are always overcrowded. As a woman, I feel unsafe traveling during peak hours. Why can’t there be more frequent buses? The local news channel even covered this issue, yet no action.",2023-09-23,2023-09-25,Muzaffarnagar,UP19,Area 2,286026,"61, Bazaar Road, Area 2, Muzaffarnagar, 286026",Resolved,15.0,High
8024,Corruption,Land Registration Scam,"As a contractor in Gorakhpur, I lost a project bid because the official favored another bidder who paid him off. Corruption is ruining opportunities for honest people! The local authorities visited once but didn't resolve the issue.",2021-07-30,2021-11-13,Gorakhpur,UP05,Area 5,296136,"171, Colony Road, Area 5, Gorakhpur, 296136",In Progress,,High
8025,Corruption,Land Registration Scam,"As a contractor in Aligarh, I lost a project bid because the official favored another bidder who paid him off. Corruption is ruining opportunities for honest people! The local authorities visited once but didn't resolve the issue.",2019-06-13,2019-11-15,Aligarh,UP12,Area 3,281303,"103, Main Street, Area 3, Aligarh, 281303",Pending,,High
8026,Water Supply,Low Pressure,"In Lucknow, water supply is irregular. Sometimes we get water at midnight, sometimes not at all. People are waking up at odd hours just to fill buckets. The situation is worsening each day, and we need urgent help.",2023-06-10,2023-07-05,Lucknow,UP01,Area 4,273052,"183, Colony Road, Area 4, Lucknow, 273052",Resolved,52.0,High
8027,Crime,Cyber Crime,Chain snatching is increasing in Noida. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. People have started protesting due to this persistent problem.,2015-08-19,2015-10-30,Noida,UP10,Area 4,263190,"190, Bazaar Road, Area 4, Noida, 263190",Pending,,Medium
8028,Road Maintenance,Unfinished Roadwork,"I commute daily in Varanasi, and the potholes are so huge that riding a bike is risky. My friend met with an accident last week due to this! People have started protesting due to this persistent problem.",2016-02-03,2016-02-23,Varanasi,UP03,Area 5,278269,"77, Colony Road, Area 5, Varanasi, 278269",Resolved,7.0,Low
8029,Road Maintenance,Potholes,"The main road connecting our village to Saharanpur city is completely broken. Ambulances struggle to reach patients, and we have no other alternative route. The local authorities visited once but didn't resolve the issue.",2020-08-15,2020-09-05,Saharanpur,UP16,Area 3,289090,"95, Bazaar Road, Area 3, Saharanpur, 289090",In Progress,,Medium
8030,Public Transport,Poor Bus Condition,"Public buses in Muzaffarnagar are always overcrowded. As a woman, I feel unsafe traveling during peak hours. Why can’t there be more frequent buses? Other residents in my locality are also facing similar issues.",2017-06-13,2017-10-13,Muzaffarnagar,UP19,Area 3,241420,"30, Colony Road, Area 3, Muzaffarnagar, 241420",In Progress,,Medium
8031,Public Transport,Poor Bus Condition,"I missed an important job interview because the bus from Mathura to the city was canceled last minute. We need better transport reliability! Despite multiple complaints, no action has been taken.",2014-09-11,2014-11-23,Mathura,UP17,Area 5,244544,"113, Main Street, Area 5, Mathura, 244544",Resolved,50.0,Low
8032,Water Supply,Contaminated Water,"In Varanasi, water supply is irregular. Sometimes we get water at midnight, sometimes not at all. People are waking up at odd hours just to fill buckets. People have started protesting due to this persistent problem.",2016-04-26,2016-10-14,Varanasi,UP03,Area 1,223961,"91, Bazaar Road, Area 1, Varanasi, 223961",Pending,,High
8033,Corruption,Bribery,"As a contractor in Basti, I lost a project bid because the official favored another bidder who paid him off. Corruption is ruining opportunities for honest people! Children and elderly people are severely affected due to this issue.",2019-08-08,2020-01-02,Basti,UP20,Area 2,235735,"160, Bazaar Road, Area 2, Basti, 235735",In Progress,,Medium
8034,Electricity Issue,Meter Fault,"As a shop owner in Allahabad, my business is suffering due to frequent power cuts. The inverters don’t last this long, and customers are leaving frustrated. The situation is worsening each day, and we need urgent help.",2015-11-10,2016-03-15,Allahabad,UP04,Area 1,258755,"70, Main Street, Area 1, Allahabad, 258755",Resolved,38.0,Low
8035,Crime,Theft,"Cyber fraud is rampant in Bareilly. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. We demand an immediate resolution before things get worse.",2024-02-11,2024-06-19,Bareilly,UP08,Area 3,257344,"191, Main Street, Area 3, Bareilly, 257344",In Progress,,Medium
